bug_name,verdict,activated,candidate_failures,aligned_failures,detecting_test,notes
localization,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
mark_invoice_as_paid,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
mark_past_due_invoice_as_paid,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
past_due_invoices,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
recent_payments,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
recent_transactions_expenses,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
recent_transactions_payments,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
settings,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
stop_recurring_invoice,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
upcoming_invoices,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
upcoming_quotes,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
upcoming_recurring_invoices,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
view_invoice_details,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
view_products,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
view_quote_details,not_activated,False,0,0,,"failure in non-clean-stable test excluded (failing): auth.spec.ts::correct credentials redirect to invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list has filter buttons — Paid, Unpaid, Past Due | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list renders with seeded invoices | failure in non-clean-stable test excluded (failing): client-portal.spec.ts::invoice list shows Overdue status for past-due invoice | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)"
